Date,GDP,CPI_U,S,OBS_RS,GDP_RW,CPI_RW,OBS_RS_RW,OBS_D4L_CPI_TAR,CPI,OBS_L_GDP,L_CPI_U,OBS_L_S,L_GDP_RW,L_CPI_RW,OBS_L_CPI,L_Z,DLA_GDP,D4L_GDP,DLA_CPI_U,D4L_CPI_U,DLA_S,D4L_S,DLA_GDP_RW,D4L_GDP_RW,OBS_DLA_CPI_RW,D4L_CPI_RW,DLA_CPI,D4L_CPI,DLA_Z,D4L_Z,RR,RR_RW,RR_GAP,L_Z_GAP,RR_RW_GAP,RR_BAR,L_Z_BAR,RR_RW_BAR,L_GDP_GAP,L_GDP_BAR,DLA_GDP_BAR,L_GDP_RW_BAR_PURE,L_GDP_RW_GAP_PURE,L_GDP_RW_BAR,OBS_L_GDP_RW_GAP
1996-01-01,602673.0,55.85,34.96,10.86,1664137.8,84.1,5.63,8.91,55.298557513776,1330.913004006049,402.26695255152094,355.4204550787335,1432.4817709434524,443.2006566978902,401.2746823446232,397.3464294320005,,,,,,,,,,,,,,,,,,2.0174256478778716,,,395.3290037841226,,1.2197412366764127,1329.6932627693727,,1432.439178812399,0.042592131053424964,1432.308566209837,0.173204733615421
1996-04-01,608307.0,56.86,34.58,11.82,1676953.5,84.56,5.14,8.76,56.8490946626605,1331.8434967722449,404.0592106222854,354.32754802551443,1433.2489312335047,443.7461341561982,404.0400295050576,394.0336526766551,3.721971064783247,,7.1690322830577315,,-4.371628212876203,,3.068641160209154,,2.1819098332318845,,11.061388641737494,,-13.251107021381586,,,,,-0.1492751767386835,,,394.1829278533938,,1.521770063096568,1330.3217267091484,2.5138557591026256,1433.1294379900667,0.11949324343800072,1433.0077584085122,0.2411728249924181
1996-07-01,610673.0,57.93,33.87,12.69,1686235.4,84.78,5.0,8.6,57.9485159804014,1332.2316906673361,405.9235385108533,352.25296668296807,1433.8009028201238,444.0059665924491,405.9554960836653,390.3034371917518,1.5527755803650507,,7.457311554271655,,-8.298325370185466,,2.2078863464766982,,1.0393297450036698,,7.661866314430881,,-14.920861939613133,,,,,-2.73467562194287,,,393.0381128136947,,1.540620826990164,1330.691069840346,1.4773725247905531,1433.8197237878144,-0.01882096769054442,1433.707167113105,0.09373570701882272
1996-10-01,610665.0,58.67,34.25,12.69,1691089.6,85.15,4.59,8.45,58.9540859806171,1332.2303806286736,407.19285229377687,353.36865647082345,1434.0883612875568,444.4414407108697,407.67589372296663,390.1342034587266,-0.005240154649982287,,5.077255131694301,,4.462759151421551,,1.1498338697319923,,1.7418964736823455,,6.8815905572053,,-0.6769349321009486,,,,,-1.7615228003430161,,,391.8957262590696,,1.178925671480215,1331.0514549571935,1.4415404673900412,1434.5101375089996,-0.4217762214427694,1434.407310295563,-0.3189490080062569
1997-01-01,606417.0,59.84,33.93,12.39,1697250.9,85.57,4.44,8.3,59.8525146887539,1331.5323147218137,409.1674333666222,352.4299578796139,1434.4520382433307,444.9334754429963,409.18834476418454,388.1750885584257,-2.792263627439752,0.6193107157646409,7.898324291381414,6.900480815101275,-3.7547943648382898,-2.990497199119602,1.4547078230953048,1.9702672998782873,1.9681389285065052,1.7328187451061012,6.0498041648716026,7.913662419561319,-7.836459601203387,-9.171340873574763,4.476337580438681,2.707181254893899,-2.6799053481559234,-2.5801380528732807,-0.36588577294372326,7.1562429285946045,390.755226611299,3.0730670278376224,0.4966485502254727,1331.0356661715882,-0.06315514242123754,1435.2007686938755,-0.7487304505448265,1435.1088230974692,-0.6567848541385501
1997-04-01,604199.0,60.61,36.59,19.67,1718563.9,85.67,4.33,8.14,60.5946271088447,1331.165889285224,410.44598959631935,359.97749790311155,1435.6999558171074,445.0502705975953,410.420622757438,394.60714574326875,-1.465701746358718,-0.6776074870208504,5.114224918788523,6.386778974033973,30.1901600939907,5.649949877597123,4.991670295106815,2.4510245836027025,0.46718061839578695,1.3041364413970769,4.92911197301396,6.380593252380436,25.72822873937207,0.5734930666136506,13.289406747619566,3.025863558602923,6.502119411868239,4.992174402855596,0.03615992899848708,6.787287335751327,389.61497134041315,2.989703629604436,-0.3127094099799592,1331.478598695204,1.771730094463237,1435.8914432725562,-0.1914874554488506,1435.8119419741467,-0.1119861570393823
1997-07-01,599998.0,63.65,36.62,15.48,1729803.5,86.1,4.32,7.97,63.4526971286355,1330.4681600859394,415.33993250034155,360.05945392463644,1436.3518376207803,445.55094114336845,415.02947011944775,390.58092494855714,-2.7909167971383795,-1.763530581396708,19.575771616088787,9.416393989488256,0.3278240860995538,7.806487241668378,2.6075272146917996,2.550934800656478,2.002682183092702,1.5449745509193349,18.435389448038904,9.073974035782442,-16.10488317884642,0.27748775680532844,6.406025964217559,2.7750254490806654,-0.01063083784789054,2.1092196183985266,-0.1310861036824944,6.416656802065449,388.4717053301586,2.90611155276316,-1.0213097108187128,1331.4894697967582,0.043484406216521165,1436.5815192186226,-0.22968159784227282,1436.5160823998515,-0.16424477907116852
1997-10-01,600172.0,64.61,38.03,16.46,1746937.7,86.47,4.43,7.8,64.9742581055465,1330.4971559783912,416.8369197570074,363.83753219401683,1437.337492734695,445.9797532972339,417.3991162309946,392.4181692602561,0.11598356980721292,-1.7332246502824091,5.9879490266635,9.644067463230556,15.112313077521549,10.468875723193378,3.9426204556584707,3.2491314471380974,1.71524861546186,1.5383125863642135,9.47858444618737,9.723222508027959,7.348977246795812,2.2839658015295186,6.736777491972042,2.891687413635786,0.6900372806452522,5.0928756869722065,0.06960269497445815,6.04674021132679,387.3252935732839,2.822084718661328,-1.4821924009226848,1331.979348379314,1.9595143302231008,1437.270234825996,0.06725790869882076,1437.220519866142,0.11697286855292077
1998-01-01,600749.0,67.8,36.33,16.01,1757481.5,86.55,4.2,7.62,67.7299895836874,1330.5932489011395,421.65621949463497,359.26438462331106,1437.9392376295766,446.07222816222185,421.5529059435089,383.783706842024,0.3843716909932482,-0.9390658206741591,19.277198950510183,12.488786128012748,-18.292590282823085,6.834426743697179,2.4069795795267055,3.4871993862459476,0.3698994599517391,1.138752719225522,16.61515885005724,12.364561179324369,-34.53784967292836,-4.391381716401725,3.6454388206756327,3.061247280774478,-2.0344809823758787,-2.3932124827751977,0.3239121609428066,5.6799198030515115,386.1769193247992,2.7373351198316715,-1.6915757462098497,1332.2848246473493,1.2219050721414533,1437.9566848375996,-0.01744720802298616,1437.9243245586028,0.014913070973761933
1998-04-01,601588.0,68.3,36.53,15.61,1765141.0,86.82,4.06,7.42,68.2833250737657,1330.7328104610317,422.3909766576744,359.8133840807191,1438.3741131844315,446.3837009871447,422.36655943645343,383.83052563141035,0.5582462395686889,-0.43307882419230737,2.939028652157731,11.94498706135505,2.1959978296322333,-0.16411382239243721,1.7395022194195917,2.674157367324142,1.2458912996914933,1.3334303895494486,3.254613971778099,11.945936679015404,0.18727515754540036,-10.776620111858392,3.664063320984596,2.726569610450551,-1.654945769071583,-1.2004232556088255,0.07495135995927127,5.319009090056179,385.0309488870192,2.6516182504912797,-1.7620023235617879,1332.4948127845935,0.8399525489767257,1438.6400060325498,-0.26589284811825564,1438.6267128789043,-0.2525996944727922
1998-07-01,601598.0,69.7,35.19,14.18,1775152.6,87.06,3.94,7.21,69.5773216434386,1330.7344727144155,424.4200317766478,356.07619513334936,1438.9396949027273,446.65975361241516,424.2438675787148,378.4920811670497,0.006649013535025006,0.26631262847604376,8.11622047589367,9.080099276306271,-14.948755789479037,-3.983258791287085,2.262326873183156,2.587857281946981,1.1042105010817522,1.1088124690467112,7.50923256904548,9.214397459267047,-21.353777857442537,-12.088843781507421,4.965602540732952,2.831187530953289,5.2506189586409846e-05,-5.39817163740679,0.26629548099545897,4.965550034543366,383.8902528044565,2.56489204995783,-1.8250842088022736,1332.5595569232178,0.25897655449716694,1439.3193242854584,-0.37962938273108193,1439.3269198700557,-0.3872249673283932
1998-10-01,601559.0,69.43,35.02,11.53,1780226.8,87.17,3.62,7.0,69.793128888372,1330.7279897699598,424.03190507651817,355.5919326857706,1439.225132988191,446.7860235023485,424.5535564928122,377.8243996953068,-0.025931777822734148,0.230833791568557,-1.5525068005185858,7.194985319510749,-1.9370497903150863,-8.245599508246244,1.1417523418549536,1.8876402534961016,0.5050795597333035,0.806270205114572,1.238755656389685,7.154440261817626,-2.670725886971695,-14.593769564949298,4.375559738182373,2.813729794885428,-0.2444905194276057,-4.932551661782497,0.33656849273645495,4.620050257609979,382.7569513570893,2.477161302148973,-1.9269150598643812,1332.654904829824,0.3813916264252839,1439.9935992879064,-0.7684662997153282,1440.0238648254483,-0.7987318372572645
1999-01-01,603899.0,69.81,38.42,8.08,1794758.6,87.27,3.09,6.6,69.7448639723834,1331.1162244391326,424.57772659823104,364.8578157340411,1440.0381086180976,446.900676117522,424.4843783185761,387.27411353298703,1.5529386766911557,0.5229755379930339,2.183286086851467,2.9215071035960705,37.06353219308198,5.593431110730023,3.251902519626128,2.0988709885209573,0.4586104606939898,0.8284479553001347,-0.2767126969445144,2.9314723750671874,37.79885535072094,3.4904066909630274,5.148527624932813,2.261552044699865,0.8655102117635209,5.644322565364632,-0.12704518095811812,4.283017413169292,381.6297909676224,2.3885972256579833,-1.985172398400607,1333.1013968375332,1.7859680308365569,1440.6615534631114,-0.6234448450138643,1440.715983007264,-0.6778743891663908
1999-04-01,607188.0,69.93,36.64,7.0,1807439.4,87.66,2.63,6.3,69.906860171339,1331.659374202242,424.74947417157756,360.114053980593,1440.742170548206,447.34656949906633,424.71637870755774,382.7442447721015,2.172599052437363,0.9265637412102024,0.6869902933860885,2.35849751390316,-18.97504701379239,0.30066989987386705,2.8162477204341485,2.3680573637745965,1.7835735261774062,0.9628685119216129,0.9280015559265848,2.349819271104309,-18.119475043542025,-1.086280859308829,4.650180728895691,1.667131488078387,0.6953743803357515,2.239809558129366,-0.63244990630771,3.9548063485599396,380.50443521397216,2.299581394386097,-1.8385728560654826,1333.4979470583073,1.5862008830963532,1441.3214289428538,-0.5792583946476952,1441.4007112628879,-0.6585407146817488
1999-07-01,612001.0,70.56,35.65,6.45,1826581.6,88.05,2.7,5.9,70.4161612730687,1332.4489195480057,425.6463411698536,357.37491468603054,1441.7956799828637,447.7904834942216,425.44228003562273,379.72311814462944,3.1581813830553074,1.714446833590273,3.5874679931041555,1.2263093932057814,-10.956557178249795,1.2987195526811774,4.214037738630395,2.8559850801364064,1.775655980620968,1.1307298818064169,2.9036053122599697,1.1984124569079313,-12.084506509888342,1.2310369775797199,5.251587543092069,1.5692701181935833,1.6152746880891615,0.3430427689710882,-0.6411458608028671,3.6363128550029074,379.38007537565835,2.2104159789964504,-1.3585676887840208,1333.8074872367897,1.2381607139295738,1441.9710782058858,-0.1753982230220572,1442.0746390967183,-0.2789591138546257
1999-10-01,618698.0,70.78,36.13,5.88,1847557.6,88.45,3.43,5.5,71.1068242201277,1333.5372548929404,425.9576474917317,358.7123545159549,1442.937510858507,448.24374206057945,426.41833127958665,380.5377652969477,4.353341379738595,2.809265122980605,1.2452252875123122,1.9257424152135059,5.349759319697569,3.120421830184341,4.567323502573345,3.712377870316004,1.8130342654314973,1.4577185582309653,3.9042049758556914,1.8647747867744329,3.258588609273147,2.7133656016409304,4.015225213225567,1.9722814417690349,0.6863578805186781,2.280462683773237,-0.14872642719170237,3.328867332706889,378.2573026131745,2.1210078689607372,-0.5493472736599188,1334.0866021666002,1.1164597192419023,1442.6079916944625,0.32951916404454096,1442.7335328372603,0.20397802124671216
2000-01-01,625248.0,72.35,35.63,5.39,1871352.6,88.96,3.54,5.5,71.7610055750073,1334.5903650014238,428.15154530774925,357.31879796177446,1444.2172042872203,448.8186830502272,427.33412306820037,378.8033579438013,4.212440433933807,3.474140562291268,8.775591264070272,3.573818709518207,-5.574226216721854,-7.539017772266618,5.118773714852978,4.179095669122717,2.2997639585910292,1.9180069327052252,3.663167154454868,2.8497447496242785,-6.937629412585693,-8.470755589185728,2.540255250375721,1.6219930672947749,-0.49455447818491427,1.6664354550563871,-0.4088701702928752,3.0348097285606355,377.1369224887449,2.03086323758765,0.432558763245666,1334.1578062381782,0.28481628631197964,1443.2295502269508,0.9876540602695059,1443.3728101141262,0.8443941730940878
2000-04-01,635423.0,72.54,35.85,5.33,1887582.0,89.28,4.26,5.5,72.5010203487954,1336.204619783319,428.41381338547563,357.9343567045629,1445.0807202870276,449.17774986330005,428.36006355380823,378.7520430140547,6.457019127580679,4.545245581077097,1.049072310905558,3.6643392138980744,2.462234971153748,-2.1796972760300832,3.45406399922922,4.338549738821484,1.4362672522913726,1.8311803642337168,4.103761942431447,3.643684846250494,-0.20525971898632633,-3.9922017580468037,1.686315153749506,2.428819635766283,-1.0705938093787188,2.7308771602835122,0.48942433159739474,2.756908963128225,376.0211658537712,1.9393953041688883,1.3535272132403833,1334.8510925700787,2.773145327601924,1443.833340571194,1.247379715833631,1443.9881435294556,1.0925767575720329
2000-07-01,643800.0,73.41,35.47,5.34,1896148.8,89.98,4.74,5.5,73.1277551654461,1337.5143397846846,429.60601661226895,356.86872687855305,1445.5335439730288,449.95874234130264,429.2207982318429,377.60667098801275,5.238880005462306,5.065420236678847,4.768812907173242,3.959675442415346,-4.262519304039415,-0.5061878074774881,1.8112947440049538,3.737863990165124,3.1239699120103523,2.168258847081063,3.4429387121385844,3.7785181962201477,-4.5814881041678746,-2.1164471566166867,1.5614818037798521,2.5717411529189373,-0.936143056645018,2.6933659061983235,0.7259794087792195,2.49762486042487,374.9133050818144,1.8457617441397178,2.020939650432439,1335.4934001342522,2.569230256694027,1444.4175667788231,1.1159771942056977,1444.5762611781047,0.95728279492414
2000-10-01,648456.0,73.76,35.09,5.41,1908611.9,90.56,5.02,5.5,74.1899998064722,1338.2349431554762,430.08165792483385,355.7916189595124,1446.1886781882456,450.6012614454873,430.66293675928915,375.72994364571053,2.8824134831666015,4.6976882625358485,1.902565250259613,4.124010433102171,-4.308431676162627,-2.920735556442537,2.620536860867105,3.251167329738564,2.5700764167386296,2.357519384907846,5.7685541097851,4.2446054797025,-7.50690936920887,-4.807821651237191,1.1653945202975002,2.6624806150921536,-1.0933536030374205,1.9116243010496987,0.9130544919495018,2.2587481233349207,373.81831934466084,1.7494261231426518,2.363221940730199,1335.871721214746,1.513284321975334,1444.981212513791,1.2074656744546246,1445.1352568758773,1.0534213123683003
2001-01-01,652368.0,75.4,34.47,5.22,1925948.5,90.83,4.75,5.1,75.295898842293,1338.836409886324,432.280727501391,354.0089380528774,1447.0929131626526,450.8989627514122,432.142566907684,372.7653338966056,2.4058669233909313,4.2460448849001295,8.796278306228714,4.129182193641782,-7.130723626539975,-3.3098599088970673,3.6169398976280718,2.8757088754323377,1.1908052236997264,2.0802797011850203,5.918520593579387,4.80844383948363,-11.858438996419636,-6.038024047195677,0.41155616051637,2.6697202988149797,-1.6299282048159518,0.022462728817743027,1.0194145548642897,2.041484365332322,372.7428711677879,1.65030574395069,2.4232229911496717,1336.4131868951742,2.1658627217129833,1445.5239589257967,1.568954236855916,1445.6644210420702,1.4284921205824048
2001-04-01,656948.0,76.29,33.77,5.04,1927332.8,91.81,4.59,4.8,76.2159368826711,1339.5360146693615,433.45418681021386,351.95728343974764,1447.1647636169423,451.9721224155608,433.357058626662,370.57234722864644,2.7984191321502294,3.331394886042517,4.693837235291312,5.04037342473822,-8.206618452519024,-5.97707326481526,0.28740181715875224,2.0840433299147207,4.292638656594363,2.794372552260768,4.857966875912098,4.996995072853792,-8.771946671836758,-8.179695785408285,0.04300492714620763,1.795627447739232,-1.803350926742913,-1.122470613214773,0.24673887934492988,1.8463558538891207,371.6948178418612,1.5488885683943021,2.2852768981354714,1337.250737771226,3.3502035042074567,1446.046241830587,1.118521786355359,1446.164360872621,1.0004027443212635
2001-07-01,659967.0,77.47,33.99,5.41,1928999.0,92.12,4.27,4.4,77.3607402358601,1339.9945112752566,434.98907646438107,352.60663637080245,1447.2511773484414,452.3092074952484,434.8479419815134,370.0679018845375,1.833986423580427,2.4801714905720473,6.1395586166688645,5.383059852112126,2.597411724219228,-4.2620905077505995,0.345654925996314,1.7176333754125608,1.3483403187503882,2.350465153945777,5.963533419405394,5.627143749670495,-2.017781376435778,-7.538769103475261,-0.21714374967049466,1.9195348460542228,-1.8900099010198494,-0.6141288122147444,0.47323515365347557,1.6728661513493548,370.68203069675224,1.4462996924007472,2.0055689721258716,1337.9889423031307,2.9528181276182295,1446.549477640306,0.701699708135493,1446.6374691786195,0.6137081698218481
2001-10-01,662378.0,76.99,31.98,5.02,1932019.6,92.43,3.44,4.1,77.6036810465285,1340.359166894125,434.3675543289958,346.5110707405808,1447.4076438630677,452.6451601276686,435.16148622307173,363.99474464517766,1.4586224754739305,2.1242237386488796,-2.486088541540994,4.285896404161974,-24.38226252088657,-9.280548218931585,0.6258660585053804,1.2189656748221296,1.3438105296806953,2.0438986821812932,1.2541769662334445,4.498549463782581,-24.29262895743932,-11.735199000532873,0.5214505362174187,1.3961013178187067,-0.9979411895104284,-5.716934873021444,0.05228289412183207,1.519391725727847,369.7116795181991,1.3438184236968747,1.6033267096933344,1338.7558401844317,3.0675915252040795,1447.0357818432144,0.37186201985332445,1447.0873892745851,0.32025458848261223
2002-01-01,664465.0,78.22,30.85,4.38,1934913.8,93.17,3.36,4.0,77.9409429095051,1340.6737484566922,435.95253693273685,342.9136750351397,1447.5573335650117,453.44257814623336,435.5951397726852,360.7611134086879,1.2583262502685102,1.8373385703682743,6.339930414964101,3.671809431345821,-14.389582821764407,-11.095263017737693,0.5987588077759938,0.4644204023591101,3.1896720742590787,2.5436153948211313,1.7346141984537553,3.452572865001173,-12.934524945959083,-12.004220487917735,0.927427134998827,0.8163846051788686,-0.45570065385245573,-8.029436852744482,-0.4266352368016988,1.3831277888512827,368.7905502614324,1.2430198419805674,1.1076653986710667,1339.5660830580211,3.2409714943578365,1447.5077084898912,0.049625075120502515,1447.518531610249,0.03880195476267545
2002-04-01,669214.0,78.04,29.26,3.93,1945847.1,93.7,3.45,3.9,77.9328750232549,1341.3859168378067,435.72215157549107,337.6221395591978,1448.120796721262,454.00981892443764,435.5847879556008,356.04717052803466,2.8486735244578085,1.849902168445169,-0.9215414289831187,2.2679647652772132,-21.16614190376754,-14.335143880549822,2.2538526250009454,0.9560331043196584,2.2689631128171186,2.03769650887682,-0.04140726833747976,2.2277293289387785,-18.85577152261294,-14.52517670061178,1.7022706710612217,1.41230349112318,0.44162483175831824,-11.874685269352426,0.26679178736464526,1.2606458393029034,367.9218557973871,1.1455117037585347,0.5986453848584858,1340.7872714529483,4.884753579708558,1447.9680440446775,0.15275267658444136,1447.935706953578,0.18508976768407592
2002-07-01,673704.0,77.97,30.3,3.14,1951241.2,94.08,3.36,3.9,78.048706909219,1342.0546124291968,435.6324137321509,341.1147712515323,1448.3976240872075,454.4145484150317,435.7333079357434,359.79601173082057,2.6747823655605316,2.060101153940195,-0.3589513733606964,0.643337267769823,13.970526769337994,-11.49186511927013,1.1073094637822578,1.1464467387661443,1.6189179623761447,2.1053409197832593,0.5940799205704934,0.8853659542300534,14.995364811143645,-10.271890153716924,2.2546340457699467,1.2546590802167406,1.106401483012654,-7.307778868144567,0.20202396170225545,1.1482325627572927,367.10379059896513,1.052635118514485,0.18506250618913533,1341.8695499230078,4.3291138802378555,1448.4196059875867,-0.021981900379159924,1448.3437745749823,0.05384951222526979
2002-10-01,678347.0,77.4,31.6,2.74,1952550.1,94.52,3.11,3.8,77.8106406209426,1342.7414235407914,434.89867805956817,345.3157120592866,1448.4646819777793,454.8811452318707,435.4278190739049,364.76903821725244,2.7472444463783177,2.382256646666292,-2.9349426903308995,0.5311237305723466,16.80376323101723,-1.1953586812941808,0.26823156228692824,1.0570381147115313,1.8663872673560036,2.2359851042020864,-1.2219554473540484,0.26633285083318015,19.892105945727508,0.7742935720747823,2.47366714916682,0.8740148957979135,1.4312164887579368,-1.5580892435227156,-0.09188304480131648,1.0424506604088832,366.32712746077516,0.96589794059923,-0.07448505082617629,1342.8159085916175,3.785434674438875,1448.8653072690556,-0.4006252912763557,1448.747825107083,-0.28314312930365304
2003-01-01,686859.0,77.94,31.95,2.5,1950723.5,95.32,2.68,3.8,77.8645591875016,1343.9884309965169,435.5939299910563,346.4172180823544,1448.3710887367963,455.72396522305417,435.4970896690689,366.6440936363396,4.988029822901808,3.3146825398246165,2.781007725952577,-0.3586069416805344,4.406024092271082,3.5035430472146913,-0.37437296393181896,0.8137551717845781,3.371279964733958,2.281387076820806,0.27708238065588375,-0.09805010361628774,7.500221676348701,5.8829802276517285,2.5980501036162877,0.39861292317919395,1.657495769237297,1.06602182070651,-0.4883213661604504,0.9405543343789908,365.5780718156331,0.8869342893396444,-0.2351707610906857,1344.2236017576076,5.63077266396067,1449.308047100833,-0.9369583640366272,1449.1530164943906,-0.7819277575943033
2003-04-01,692788.0,78.09,31.58,2.41,1952651.8,95.5,2.36,3.7,77.9593038680408,1344.8479315064185,435.78620076745835,345.2524008827496,1448.4698904152751,455.91262474866846,435.6186945251633,365.5463311062548,3.4380020396065447,3.4620146686118005,0.7690831056081606,0.06404919196728542,-4.659268798419134,7.630261323551792,0.39520671391528595,0.34909369401316326,0.7546381024571929,1.9028058242308248,0.4864194243775728,0.0339065695624754,-4.391050120339287,9.499160578220142,2.3760934304375247,0.4571941757691751,1.5354011333431195,0.7044758156769717,-0.3601266813904277,0.8406922970944052,364.8418552905778,0.8173208571596028,-0.440971954175879,1345.2889034605944,4.261206811946977,1449.7504743038603,-1.28058388858517,1449.5641527525058,-1.0942623372307025
2003-07-01,700527.0,77.96,31.84,2.12,1961655.4,95.99,2.14,3.6,77.8386255293993,1345.9588187913616,435.61958746393594,346.0723360976182,1448.9299266576447,456.4244019375446,435.46377800830965,367.03296002685306,4.4435491397725855,3.904206362164814,-0.6664532140896426,-0.012826268214951142,3.279740859474259,4.957564846085859,1.8401449694783878,0.5323025704371958,2.047108755504496,2.0098535225129126,-0.6196660674145278,-0.2695299274337799,5.946515682393056,7.2369482960324945,2.38952992743378,0.13014647748708752,1.6474807315960913,2.928584250566871,-0.6281826581420424,0.7420491958376887,364.1043757762862,0.75832913562913,-0.81148804044755,1346.7703068318092,5.925613484859241,1450.1946521001023,-1.264725442457575,1449.9850604873332,-1.0551338296884296
2003-10-01,706623.0,78.03,32.41,2.07,1975671.2,96.43,2.15,3.6,78.5285161650528,1346.8252563618023,435.709336812867,347.8467017153456,1449.641874668334,456.8817356522293,436.34618220733233,368.38225516024255,3.4657502817626664,4.083832821010901,0.35899739572414546,0.8106587532988101,7.097462470909704,2.5309896560589777,2.847792042756737,1.177192690554648,1.8293348587387754,2.0005904203586056,3.5296167960907496,0.9183631334274196,5.3971805335579575,3.613216942990107,1.1516368665725802,0.14940957964139434,0.5068675629728362,5.030283699422625,-0.5615959575009875,0.644769303599744,363.3519714608199,0.7110055371423818,-1.3272617114106566,1348.152518073213,5.528844965615463,1450.6418433465942,-0.9999686782603021,1450.4181984768552,-0.7763238085212834
2004-01-01,713129.0,79.79,32.84,2.06,1985518.6,96.98,2.06,3.5,79.1472447931964,1347.7417608697558,437.93981833201894,349.16472845842276,1450.1390697426966,457.4504771677206,437.1309975780477,369.4842080480956,3.666018031814019,3.753329873238954,8.92192607660786,2.345888340962631,5.27210697230862,2.7475103760683623,1.9887802974508304,1.7679810059003103,2.2749660619651877,1.726511944666413,3.139261482861457,1.6339079089788129,4.407811551412124,2.8401144117559625,0.42609209102118717,0.33348805533358705,-0.1239344778075342,6.9113971506981215,-0.34251580459858777,0.5500265688287214,362.57281089739746,0.6760038599321748,-1.8173500702836947,1349.5591109400395,5.626371467305944,1451.0925204469693,-0.9534507042726545,1450.864706581769,-0.7256368390724219
2004-04-01,721644.0,80.14,31.76,2.18,1996448.3,97.69,2.08,3.4,79.9774344724759,1348.928722148137,438.3775105207999,345.8207636378935,1450.6880309833318,458.1799199664851,438.1744525790861,365.82623102529243,4.747845113524818,4.080790641718522,1.7507687551237723,2.591309753341534,-13.375859282117062,0.5683627551438803,2.195844962540832,2.218140568056697,2.9177711950580942,2.2672952178166383,4.17382000415364,2.5557580539228297,-14.631908091212608,0.2798999190376321,-0.37575805392282957,-0.18729521781663827,-0.8350697861224579,4.068024458743196,-0.8409221225745256,0.45931173219962834,361.75820656654923,0.6536269047578873,-2.0745662377495506,1351.0032883858867,5.776709783388469,1451.5465308244363,-0.8584998411045035,1451.3247542580107,-0.6367232746788432
2004-07-01,733530.0,80.44,31.66,2.59,2003859.0,98.17,2.12,3.4,80.4051447254699,1350.56237755243,438.7511564904451,345.5054054452866,1451.0585379430127,458.67006697044303,438.7078163260464,365.4676560896833,6.534621617171979,4.603558761068371,1.4945838785808974,3.131569026509169,-1.2614327704275183,-0.566930652331564,1.4820278387232975,2.128611285367924,1.9605880158317177,2.2456650328984438,2.1334549878411053,3.244038317736738,-1.4342997424364512,-1.5653039371697446,-0.6540383177367382,-0.12566503289844366,-1.0280763930755814,4.5638655176585985,-0.7696284328994673,0.3740380753388432,360.9037905720247,0.6439634000010236,-2.0117071861725435,1352.5740847386026,6.2831854108635525,1452.0031259955128,-0.944588052500194,1451.7976039154664,-0.7390659724537727
2004-10-01,746202.0,80.41,30.47,2.62,2010242.5,98.63,2.16,3.3,80.835761748848,1352.2751620012184,438.71385465600576,341.6742592997618,1451.3765919524192,459.13754749659023,439.2419463511958,361.5698604451562,6.851137795153591,5.449905639416102,-0.1492073377573888,3.0045178431387853,-15.324584582099305,-6.1724424155838165,1.2722160376260945,1.7347172840852636,1.8699221045887953,2.2558118443609487,2.136520100597636,2.8957641438634596,-15.591182578108373,-6.812394715086327,-0.2757641438634595,-0.09581184436094858,-0.5708611051198775,1.5621229122965588,-0.7423883420774283,0.29509696125641804,360.00773753285966,0.6465764977164797,-1.7267138099142798,1354.0018758111328,5.711164290120905,1452.4610209143143,-1.084428961895128,1452.2817220599288,-0.905130107509649
